L,avg_await_ms,avg_cpu_pct,avg_disk_util_pct,avg_latency_us,avg_qd,avg_read_await_ms,avg_read_iops,avg_read_mb_s,avg_write_iops,avg_write_mb_s,await_ms,beamwidth,block_latency_count,block_latency_log,block_latency_mean_ms,block_latency_p50_ms,block_latency_p95_ms,block_latency_p99_ms,block_latency_status,block_latency_trace_dev,bucket_label,bucket_midpoint,bucket_name,bucket_query_count,chosen_L,chosen_prefilter_rerank_l,configured_L,configured_route,dataset,device,disk_metrics_reason,disk_metrics_status,disk_sanity_read_bytes,effective_device,elapsed_s,empty_count,fallback_count,format,graph_count,hybrid_enabled,index_prefix,iostat_log,max_await_ms,max_cpu_pct,max_disk_util_pct,max_qd,max_read_await_ms,max_read_iops,max_read_mb_s,max_rss_kb,max_tau_m,max_threshold_version,max_write_iops,max_write_mb_s,mean_candidate_count,mean_hops,mean_ios,mean_route_overhead_us,mem_L,min_tau_m,min_threshold_version,p50_latency_us,p95_latency_us,p999_latency_us,p99_latency_us,peak_memory_kb,prefilter_count,prefilter_rerank_l,prefilter_rerank_source,process_max_rss_kb,qdepth,qps,query_count,query_label_file,read_await_ms,read_iops,read_mb_s,recall,recall_at,recall_calibration_threads,recall_target,requested_device,resolved_route,returncode,route,sample_count,selectivity_lower,selectivity_midpoint,selectivity_upper,selector_type,target_threads,tau_m,threads,threshold_version
3579,0.095316,795.255573,99.457566,106248.710938,12.476321,0.095316,130894.065667,511.304944,0.401303,0.003563,0.095316,4,,,,,,,,,25%,0.2499995775292899,u25,1000,3579,,3579,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,54.82137,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.09734,1888.326779,100.338325,12.751173,0.097338,134596.865658,525.769006,79124,0,1,17.89725,0.147606,295878.0,0.0,3587.873047,34.456,0,0,1,105868.0,110127.0,131201.0,115519.0,86736,0,68,calibration,79124,12.476321,37.037838,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u25/query_labels.spmat,0.095316,130894.065667,511.304944,98.0,10,32,98.0,nvme1n1,graph,0,graph,110,0.2499995775292899,0.2499995775292899,0.2499995775292899,intersect,4,0,4,1
3579,0.108169,1561.908057,98.339303,126869.125,23.720033,0.108169,219286.561649,856.588131,0.733419,0.006804,0.108169,4,,,,,,,,,25%,0.2499995775292899,u25,1000,3579,,3579,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,32.723437,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.109703,2320.015357,100.174968,24.395526,0.109703,225232.638852,879.814996,122484,0,1,17.87498,0.170676,295878.0,0.0,3587.917969,43.386,0,0,1,126680.0,131288.0,140299.0,135238.0,127688,0,68,calibration,122484,23.720033,62.089787,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u25/query_labels.spmat,0.108169,219286.561649,856.588131,98.0,10,32,98.0,nvme1n1,graph,0,graph,66,0.2499995775292899,0.2499995775292899,0.2499995775292899,intersect,8,0,8,1
2371,0.088226,203.96118,99.759247,59784.96875,3.47879,0.088225,39430.08831,154.023782,0.562994,0.005304,0.088226,4,,,,,,,,,50%,0.5,u50,1000,2371,,2371,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,120.782788,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.091313,1549.657799,100.484433,3.521023,0.091313,39998.261145,156.243208,40308,0,1,87.41926,0.551025,591757.0,0.0,2381.25,23.033,0,0,1,59597.0,60344.0,77662.0,63817.0,40568,0,97,calibration,40308,3.47879,16.50942,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u50/query_labels.spmat,0.088225,39430.08831,154.023782,98.230003,10,32,98.0,nvme1n1,graph,0,graph,241,0.5,0.5,0.5,intersect,1,0,1,1
2371,0.090582,403.693226,99.230938,61934.964844,6.800986,0.090582,75080.58671,293.283542,0.346829,0.003079,0.090582,4,,,,,,,,,50%,0.5,u50,1000,2371,,2371,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,63.43183,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.092432,1665.223842,100.41929,6.899223,0.092432,76571.115851,299.105921,48144,0,1,23.841021,0.116412,591757.0,0.0,2381.259033,26.589,0,0,1,62010.0,63276.0,83638.0,65160.0,48832,0,97,calibration,48144,6.800986,31.850828,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u50/query_labels.spmat,0.090582,75080.58671,293.283542,98.230003,10,32,98.0,nvme1n1,graph,0,graph,127,0.5,0.5,0.5,intersect,2,0,2,1
2371,0.095539,792.328501,98.469194,68588.765625,12.91307,0.095539,135159.384945,527.966347,0.425708,0.004324,0.095539,4,,,,,,,,,50%,0.5,u50,1000,2371,,2371,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,35.235385,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.096554,1887.818554,100.605599,13.25292,0.096554,139533.254725,545.051776,61528,0,1,7.946843,0.147451,591757.0,0.0,2381.221924,34.463,0,0,1,68897.0,70340.0,75978.0,71590.0,61360,0,97,calibration,61528,12.91307,57.493687,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u50/query_labels.spmat,0.095539,135159.384945,527.966347,98.230003,10,32,98.0,nvme1n1,graph,0,graph,71,0.5,0.5,0.5,intersect,4,0,4,1
2371,0.108679,1540.517767,98.36534,81930.953125,24.480558,0.108678,225255.587226,879.904638,0.851402,0.00813,0.108679,4,,,,,,,,,50%,0.5,u50,1000,2371,,2371,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,21.141593,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.109526,2313.6221,100.53543,25.164988,0.109526,231368.708862,903.784019,84548,0,1,11.916552,0.147405,591757.0,0.0,2381.108887,35.404,0,0,1,81948.0,84506.0,91342.0,86437.0,83056,0,97,calibration,84548,24.480558,96.295425,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u50/query_labels.spmat,0.108678,225255.587226,879.904638,98.230003,10,32,98.0,nvme1n1,graph,0,graph,43,0.5,0.5,0.5,intersect,8,0,8,1
1672,0.088452,205.736428,99.204415,41063.109375,3.540864,0.088451,40031.140879,156.371644,0.439989,0.003298,0.088452,4,,,,,,,,,100%,1.0,u100,1000,1672,,1672,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,84.093032,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.089566,1559.912638,100.138824,3.591695,0.089566,40604.617721,158.604032,40504,0,1,37.738489,0.186217,1183514.0,0.0,1683.177002,21.264,0,0,1,41031.0,41510.0,52299.0,41809.0,40652,0,131,calibration,40504,3.540864,23.985485,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u100/query_labels.spmat,0.088451,40031.140879,156.371644,98.199997,10,32,98.0,nvme1n1,graph,0,graph,168,1.0,1.0,1.0,intersect,1,0,1,1
1672,0.08967,400.718802,98.307151,42313.101562,6.814206,0.08967,75991.21568,296.840686,0.519212,0.004674,0.08967,4,,,,,,,,,100%,1.0,u100,1000,1672,,1672,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,44.297896,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.091524,1655.146286,100.562047,7.018902,0.091529,79069.010886,308.863324,48812,0,1,19.852898,0.155208,1183514.0,0.0,1683.154053,24.718,0,0,1,42173.0,43851.0,50764.0,44568.0,44860,0,131,calibration,48812,6.814206,46.456226,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u100/query_labels.spmat,0.08967,75991.21568,296.840686,98.190002,10,32,98.0,nvme1n1,graph,0,graph,89,1.0,1.0,1.0,intersect,2,0,2,1
1672,0.094753,788.818691,98.375291,47710.921875,12.931218,0.094753,136471.674519,533.092479,0.527068,0.00681,0.094753,4,,,,,,,,,100%,1.0,u100,1000,1672,,1672,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,24.66473,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.096473,1851.980862,100.196098,13.401426,0.096473,141271.347151,551.8412,60912,0,1,9.929102,0.163043,1183514.0,0.0,1683.031006,31.225,0,0,1,47352.0,50746.0,60769.0,52599.0,60384,0,131,calibration,60912,12.931218,82.19136,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u100/query_labels.spmat,0.094753,136471.674519,533.092479,98.190002,10,32,98.0,nvme1n1,graph,0,graph,50,1.0,1.0,1.0,intersect,4,0,4,1
1672,0.109893,1516.996888,96.923658,57757.300781,24.482755,0.109892,222788.003005,870.265637,0.728053,0.009307,0.109893,4,,,,,,,,,100%,1.0,u100,1000,1672,,1672,graph,glove100,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,15.108798,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/glove100/glove100_qps4_pipeann,,0.110621,2310.611471,100.15626,25.538164,0.110621,232106.314319,906.66529,82684,0,1,7.947149,0.162979,1183514.0,0.0,1683.040039,31.887,0,0,1,57672.0,59152.0,67258.0,62337.0,85600,0,131,calibration,82684,24.482755,136.348038,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/glove100/recall_workloads/u100/query_labels.spmat,0.109892,222788.003005,870.265637,98.190002,10,32,98.0,nvme1n1,graph,0,graph,31,1.0,1.0,1.0,intersect,8,0,8,1
