L,avg_await_ms,avg_cpu_pct,avg_disk_util_pct,avg_latency_us,avg_qd,avg_read_await_ms,avg_read_iops,avg_read_mb_s,avg_write_iops,avg_write_mb_s,await_ms,beamwidth,block_latency_count,block_latency_log,block_latency_mean_ms,block_latency_p50_ms,block_latency_p95_ms,block_latency_p99_ms,block_latency_status,block_latency_trace_dev,bottleneck_evidence,bucket_label,bucket_lower,bucket_midpoint,bucket_name,bucket_query_count,bucket_upper,chosen_L,chosen_prefilter_rerank_l,configured_L,configured_route,dataset,device,disk_metrics_reason,disk_metrics_status,disk_sanity_read_bytes,effective_device,elapsed_s,empty_count,fallback_count,format,graph_count,hybrid_enabled,index_prefix,iostat_log,max_await_ms,max_cpu_pct,max_disk_util_pct,max_qd,max_read_await_ms,max_read_iops,max_read_mb_s,max_rss_kb,max_tau_m,max_threshold_version,max_write_iops,max_write_mb_s,mean_candidate_count,mean_hops,mean_ios,mean_route_overhead_us,mem_L,min_tau_m,min_threshold_version,p50_latency_us,p95_latency_us,p999_latency_us,p99_latency_us,peak_memory_kb,prefilter_count,prefilter_rerank_l,prefilter_rerank_source,process_max_rss_kb,qdepth,qps,query_count,query_label_file,read_await_ms,read_iops,read_mb_s,recall,recall_at,recall_calibration_threads,recall_target,requested_device,resolved_route,returncode,route,sample_count,selectivity_group,selectivity_lower,selectivity_midpoint,selectivity_upper,selector_type,target_threads,tau_m,threads,threshold_version
36905,0.100409,799.127027,99.968875,3135524.75,5.011989,0.100409,49915.496918,366.976001,0.01909,0.000154,0.100409,4,,,,,,,,,mixed-bound-evidence,1.0%,0.01,0.01,u1,1000,0.01,36905,,36905,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1571.541141,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.104345,1244.351374,100.596623,7.472441,0.104345,72465.993726,532.575297,159248,0,1,15.882396,0.162927,10000.0,0.0,36909.945312,27.782,0,0,1,3146852.0,3200042.0,3395956.0,3223514.0,178784,0,306,calibration,159248,5.011989,1.271719,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u1/query_labels.spmat,0.100409,49915.496918,366.976001,98.0,10,32,98.0,nvme1n1,graph,0,graph,3122,low,0.01,0.01,0.01,intersect,4,0,4,1
36905,0.106815,1594.075338,99.900791,3389554.75,9.856947,0.106815,92280.481558,678.441028,0.036468,0.00028,0.106815,4,,,,,,,,,mixed-bound-evidence,1.0%,0.01,0.01,u1,1000,0.01,36905,,36905,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,850.063336,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.112065,1612.074536,100.424922,14.099261,0.112056,126001.97009,926.70951,275404,0,1,21.847229,0.170674,10000.0,0.0,36909.945312,38.357,0,0,1,3398164.0,3479074.0,3614587.0,3518034.0,267864,0,306,calibration,275404,9.856947,2.346193,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u1/query_labels.spmat,0.106815,92280.481558,678.441028,98.0,10,32,98.0,nvme1n1,graph,0,graph,1689,low,0.01,0.01,0.01,intersect,8,0,8,1
27518,0.096829,200.04296,99.979227,1985935.875,1.422014,0.096829,14685.753965,107.968109,0.034144,0.000433,0.096829,4,,,,,,,,,mixed-bound-evidence,2.0%,0.02,0.02,u2,1000,0.02,27518,,27518,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,3983.179423,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.108462,981.970117,100.915029,2.28461,0.108462,23581.148095,173.922142,71212,0,1,89.383684,1.047564,20000.0,0.0,27523.603516,36.884,0,0,1,1989284.0,2007901.0,2225362.0,2019870.0,71252,0,395,calibration,71212,1.422014,0.502685,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u2/query_labels.spmat,0.096829,14685.753965,107.968109,98.0,10,32,98.0,nvme1n1,graph,0,graph,7913,middle,0.02,0.02,0.02,intersect,1,0,1,1
27518,0.097295,399.794769,99.963255,2011276.0,2.804896,0.097295,28828.617095,211.944932,0.017742,0.000139,0.097295,4,,,,,,,,,mixed-bound-evidence,2.0%,0.02,0.02,u2,1000,0.02,27518,,27518,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,2029.093585,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.106144,981.928514,100.730745,4.191255,0.106144,43272.908357,318.299989,92640,0,1,13.904199,0.162933,20000.0,0.0,27523.587891,39.053,0,0,1,2012763.0,2053992.0,2459858.0,2068924.0,105828,0,395,calibration,92640,2.804896,0.991669,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u2/query_labels.spmat,0.097295,28828.617095,211.944932,98.0,10,32,98.0,nvme1n1,graph,0,graph,4031,middle,0.02,0.02,0.02,intersect,2,0,2,1
27518,0.100505,799.026759,99.953801,2120322.5,5.567802,0.100505,55398.320187,407.282561,0.029358,0.000248,0.100505,4,,,,,,,,,mixed-bound-evidence,2.0%,0.02,0.02,u2,1000,0.02,27518,,27518,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1055.915826,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.104353,1206.640483,100.609639,7.754166,0.104353,75759.678492,557.673205,163316,0,1,13.904513,0.16293,20000.0,0.0,27523.595703,39.568,0,0,1,2121327.0,2152373.0,2374796.0,2172836.0,159372,0,395,calibration,163316,5.567802,1.879418,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u2/query_labels.spmat,0.100505,55398.320187,407.282561,98.0,10,32,98.0,nvme1n1,graph,0,graph,2098,middle,0.02,0.02,0.02,intersect,4,0,4,1
27518,0.107952,1594.497454,99.860301,2261352.0,11.036992,0.107952,102239.960233,751.657423,0.05593,0.000444,0.107952,4,,,,,,,,,mixed-bound-evidence,2.0%,0.02,0.02,u2,1000,0.02,27518,,27518,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,572.143278,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.113737,1622.543718,100.721617,14.840775,0.113737,132524.582761,974.174837,261532,0,1,13.903202,0.155168,20000.0,0.0,27523.572266,47.907,0,0,1,2262977.0,2318192.0,2462245.0,2347417.0,257012,0,395,calibration,261532,11.036992,3.519752,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u2/query_labels.spmat,0.107952,102239.960233,751.657423,98.0,10,32,98.0,nvme1n1,graph,0,graph,1138,middle,0.02,0.02,0.02,intersect,8,0,8,1
19594,0.097341,200.076742,99.976541,1189306.5,1.7009,0.097341,17473.535352,128.466104,0.015521,0.000128,0.097341,4,,,,,,,,,mixed-bound-evidence,5.0%,0.05,0.05,u5,1000,0.05,19594,,19594,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,2383.935258,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.136213,985.90136,100.873461,2.345829,0.136213,24171.374523,177.588294,70372,0,1,23.838327,0.201762,50000.0,0.0,19600.3125,35.299,0,0,1,1189312.0,1197970.0,1477760.0,1203949.0,70352,0,493,calibration,70372,1.7009,0.838945,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u5/query_labels.spmat,0.097341,17473.535352,128.466104,98.0,10,32,98.0,nvme1n1,graph,0,graph,4736,middle,0.05,0.05,0.05,intersect,1,0,1,1
19594,0.097359,399.796898,99.951411,1219601.875,3.346046,0.097359,34367.926648,252.674365,0.027227,0.000226,0.097359,4,,,,,,,,,mixed-bound-evidence,5.0%,0.05,0.05,u5,1000,0.05,19594,,19594,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1212.052924,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.104237,966.000874,100.544711,4.2881,0.104237,43155.087522,316.977276,89952,0,1,11.917568,0.170697,50000.0,0.0,19600.304688,43.917,0,0,1,1219031.0,1231487.0,1430916.0,1241820.0,103980,0,493,calibration,89952,3.346046,1.634883,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u5/query_labels.spmat,0.097359,34367.926648,252.674365,98.0,10,32,98.0,nvme1n1,graph,0,graph,2408,middle,0.05,0.05,0.05,intersect,2,0,2,1
19594,0.103592,798.655459,99.883243,1282931.125,6.729959,0.103592,64965.979929,477.632444,0.046788,0.000378,0.103592,4,,,,,,,,,mixed-bound-evidence,5.0%,0.05,0.05,u5,1000,0.05,19594,,19594,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,641.192637,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.110553,1161.165779,100.532151,8.902815,0.110553,84600.604628,622.857239,153628,0,1,17.893556,0.155325,50000.0,0.0,19600.289062,41.915,0,0,1,1282705.0,1297272.0,1467373.0,1308133.0,153984,0,493,calibration,153628,6.729959,3.106254,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u5/query_labels.spmat,0.103592,64965.979929,477.632444,98.0,10,32,98.0,nvme1n1,graph,0,graph,1275,middle,0.05,0.05,0.05,intersect,4,0,4,1
19594,0.111053,1593.79628,99.774819,1360313.375,13.30898,0.111053,119843.84167,881.096674,0.080556,0.000663,0.111053,4,,,,,,,,,mixed-bound-evidence,5.0%,0.05,0.05,u5,1000,0.05,19594,,19594,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,347.582691,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.114699,1813.014425,100.581699,16.163972,0.114699,142343.962131,1046.933257,247984,0,1,19.861067,0.170672,50000.0,0.0,19600.259766,36.456,0,0,1,1360639.0,1386238.0,1635947.0,1514552.0,215344,0,493,calibration,247984,13.30898,5.840955,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u5/query_labels.spmat,0.111053,119843.84167,881.096674,98.0,10,32,98.0,nvme1n1,graph,0,graph,692,middle,0.05,0.05,0.05,intersect,8,0,8,1
15663,0.09763,200.110115,99.971797,832007.5,1.95038,0.09763,19977.181971,146.869009,0.022795,0.00019,0.09763,4,,,,,,,,,mixed-bound-evidence,10%,0.1,0.1,u10,1000,0.1,15663,,15663,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1667.062154,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.103037,975.727575,100.633998,2.405681,0.103037,24585.222381,180.758174,53608,0,1,11.919741,0.186226,100000.0,0.0,15669.742188,33.303,0,0,1,831027.0,839901.0,976299.0,906061.0,53464,0,49,calibration,53608,1.95038,1.199114,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u10/query_labels.spmat,0.09763,19977.181971,146.869009,98.0,10,32,98.0,nvme1n1,graph,0,graph,3314,high,0.1,0.1,0.1,intersect,1,0,1,1
15663,0.099308,399.785306,99.921343,852936.75,3.879199,0.099308,39062.448853,287.180809,0.036361,0.000289,0.099308,4,,,,,,,,,mixed-bound-evidence,10%,0.1,0.1,u10,1000,0.1,15663,,15663,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,852.562601,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.101446,1103.641398,100.666412,4.518307,0.101446,45101.604907,330.484399,70512,0,1,11.933618,0.155386,100000.0,0.0,15669.732422,38.313,0,0,1,851576.0,872714.0,1007804.0,913431.0,70460,0,49,calibration,70512,3.879199,2.33718,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u10/query_labels.spmat,0.099308,39062.448853,287.180809,98.0,10,32,98.0,nvme1n1,graph,0,graph,1696,high,0.1,0.1,0.1,intersect,2,0,2,1
15663,0.103677,798.303749,99.832802,875212.75,7.85778,0.103677,75791.175945,557.204561,0.065998,0.000516,0.103677,4,,,,,,,,,mixed-bound-evidence,10%,0.1,0.1,u10,1000,0.1,15663,,15663,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,439.40668,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.114302,1373.644865,100.59402,8.962861,0.114302,84598.046092,622.893257,104572,0,1,19.864604,0.170916,100000.0,0.0,15669.72168,32.998,0,0,1,874504.0,883778.0,1160006.0,898495.0,108924,0,49,calibration,104572,7.85778,4.54631,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u10/query_labels.spmat,0.103677,75791.175945,557.204561,98.0,10,32,98.0,nvme1n1,graph,0,graph,874,high,0.1,0.1,0.1,intersect,4,0,4,1
15663,0.114593,1591.413869,99.675132,949959.3125,15.92048,0.114593,138930.381971,1021.39372,0.120979,0.00101,0.114593,4,,,,,,,,,mixed-bound-evidence,10%,0.1,0.1,u10,1000,0.1,15663,,15663,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,239.710742,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.117898,1846.879053,100.615502,18.011663,0.117898,153288.804509,1126.365096,163344,0,1,17.874914,0.16291,100000.0,0.0,15669.702148,35.727,0,0,1,948613.0,965851.0,1154394.0,1039873.0,157404,0,49,calibration,163344,15.92048,8.362698,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u10/query_labels.spmat,0.114593,138930.381971,1021.39372,98.0,10,32,98.0,nvme1n1,graph,0,graph,477,high,0.1,0.1,0.1,intersect,8,0,8,1
12669,0.096017,200.14599,99.946634,557742.0,2.313343,0.096017,24093.020349,177.125159,0.033088,0.000279,0.096017,4,,,,,,,,,mixed-bound-evidence,25%,0.25,0.25,u25,1000,0.25,12669,,12669,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,1118.228749,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.116387,934.936667,101.015416,2.54129,0.116387,26159.772843,192.226251,53176,0,1,13.919353,0.194187,250000.0,0.0,12676.257812,29.822,0,0,1,557921.0,562821.0,575532.0,565679.0,53260,0,68,calibration,53176,2.313343,1.787341,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u25/query_labels.spmat,0.096017,24093.020349,177.125159,98.800003,10,32,98.0,nvme1n1,graph,0,graph,2223,high,0.25,0.25,0.25,intersect,1,0,1,1
12669,0.100051,399.849462,99.881355,576760.5625,4.626415,0.100051,46240.435906,339.946724,0.05149,0.000422,0.100051,4,,,,,,,,,mixed-bound-evidence,25%,0.25,0.25,u25,1000,0.25,12669,,12669,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,582.639274,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.110402,1109.51531,100.589906,4.909867,0.110402,49078.760834,361.031081,69812,0,1,15.88284,0.155165,250000.0,0.0,12676.240234,34.637,0,0,1,575759.0,581972.0,718567.0,610993.0,69740,0,68,calibration,69812,4.626415,3.453038,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u25/query_labels.spmat,0.100051,46240.435906,339.946724,98.800003,10,32,98.0,nvme1n1,graph,0,graph,1158,high,0.25,0.25,0.25,intersect,2,0,2,1
12669,0.106557,797.661093,99.81534,608209.6875,9.362456,0.106557,87862.891076,645.943412,0.088054,0.000701,0.106557,4,,,,,,,,,mixed-bound-evidence,25%,0.25,0.25,u25,1000,0.25,12669,,12669,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,306.630224,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.11356,1262.756372,100.38282,9.800029,0.11356,91617.164394,673.522408,95952,0,1,13.906892,0.15548,250000.0,0.0,12676.196289,39.673,0,0,1,606525.0,613431.0,768311.0,732184.0,102096,0,68,calibration,95952,9.362456,6.539124,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u25/query_labels.spmat,0.106557,87862.891076,645.943412,98.800003,10,32,98.0,nvme1n1,graph,0,graph,610,high,0.25,0.25,0.25,intersect,4,0,4,1
12669,0.117714,1590.113447,99.783361,687038.3125,18.366623,0.117714,156027.949791,1147.073977,0.196907,0.001561,0.117714,4,,,,,,,,,mixed-bound-evidence,25%,0.25,0.25,u25,1000,0.25,12669,,12669,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,172.67007,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.120839,1689.404486,100.510165,19.46008,0.120839,162965.346168,1199.008949,158464,0,1,21.846623,0.201701,250000.0,0.0,12676.196289,40.239,0,0,1,685755.0,745048.0,805993.0,758568.0,168712,0,68,calibration,158464,18.366623,11.565265,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u25/query_labels.spmat,0.117714,156027.949791,1147.073977,98.800003,10,32,98.0,nvme1n1,graph,0,graph,344,high,0.25,0.25,0.25,intersect,8,0,8,1
7997,0.098584,200.296259,99.924854,274201.625,3.042339,0.098584,30860.17752,226.867923,0.056227,0.00051,0.098584,4,,,,,,,,,mixed-bound-evidence,50%,0.5,0.5,u50,1000,0.5,7997,,7997,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,551.338306,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.133166,933.057873,100.602022,3.106548,0.133166,31566.027622,231.390521,52224,0,1,15.891735,0.17928,500000.0,0.0,8005.183105,27.396,0,0,1,274127.0,276317.0,286555.0,279878.0,52196,0,97,calibration,52224,3.042339,3.628953,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u50/query_labels.spmat,0.098584,30860.17752,226.867923,98.0,10,32,98.0,nvme1n1,graph,0,graph,1096,high,0.5,0.5,0.5,intersect,1,0,1,1
7997,0.101886,399.828997,99.743188,289653.5,5.946856,0.101886,58367.380221,429.086654,0.085762,0.000737,0.101886,4,,,,,,,,,mixed-bound-evidence,50%,0.5,0.5,u50,1000,0.5,7997,,7997,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,291.50462,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.103083,1137.681587,100.58664,6.084749,0.103083,59711.936892,438.987232,69968,0,1,11.91799,0.155184,500000.0,0.0,8005.164062,32.413,0,0,1,289270.0,291768.0,333113.0,298140.0,69904,0,97,calibration,69968,5.946856,6.86256,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u50/query_labels.spmat,0.101886,58367.380221,429.086654,98.0,10,32,98.0,nvme1n1,graph,0,graph,580,high,0.5,0.5,0.5,intersect,2,0,2,1
7997,0.109181,796.250599,99.691042,317880.03125,11.601055,0.109181,106254.993255,781.131275,0.156126,0.001269,0.109181,4,,,,,,,,,mixed-bound-evidence,50%,0.5,0.5,u50,1000,0.5,7997,,7997,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,160.126724,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.114557,1212.129144,100.462803,11.908776,0.114557,109013.756204,800.908995,91900,0,1,13.902554,0.155165,500000.0,0.0,8005.11084,36.471,0,0,1,317037.0,320906.0,370149.0,347227.0,90564,0,97,calibration,91900,11.601055,12.482032,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u50/query_labels.spmat,0.109181,106254.993255,781.131275,98.0,10,32,98.0,nvme1n1,graph,0,graph,319,high,0.5,0.5,0.5,intersect,4,0,4,1
7997,0.124353,1581.506312,99.191508,373731.6875,22.347009,0.124353,179706.437761,1321.108074,0.285179,0.002682,0.124353,4,,,,,,,,,mixed-bound-evidence,50%,0.5,0.5,u50,1000,0.5,7997,,7997,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,94.67746,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.125587,1609.893033,100.543505,23.132473,0.125587,184942.665392,1358.689304,152268,0,1,17.874641,0.170673,500000.0,0.0,8005.075195,53.662,0,0,1,373021.0,382466.0,427600.0,405021.0,151124,0,97,calibration,152268,22.347009,21.241272,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u50/query_labels.spmat,0.124353,179706.437761,1321.108074,98.0,10,32,98.0,nvme1n1,graph,0,graph,189,high,0.5,0.5,0.5,intersect,8,0,8,1
6373,0.098573,200.37402,99.917178,207403.859375,3.206469,0.098573,32528.613057,239.162274,0.074354,0.000675,0.098573,4,,,,,,,,,mixed-bound-evidence,100%,1.0,1.0,u100,1000,1.0,6373,,6373,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,416.925307,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.122298,908.015576,100.908173,3.288429,0.122298,33460.999587,245.893705,52104,0,1,19.863233,0.186234,1000000.0,0.0,6381.621094,26.881,0,0,1,207175.0,208847.0,275618.0,215345.0,51904,0,131,calibration,52104,3.206469,4.793731,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u100/query_labels.spmat,0.098573,32528.613057,239.162274,98.0,10,32,98.0,nvme1n1,graph,0,graph,829,high,1.0,1.0,1.0,intersect,1,0,1,1
6373,0.101491,399.490865,99.723559,218620.625,6.268766,0.101491,61766.648219,454.131368,0.122969,0.001014,0.101491,4,,,,,,,,,mixed-bound-evidence,100%,1.0,1.0,u100,1000,1.0,6373,,6373,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,219.566973,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.129645,1001.586457,100.388419,6.393012,0.129645,63264.819012,465.082373,69104,0,1,13.897237,0.15517,1000000.0,0.0,6381.583008,34.474,0,0,1,217750.0,219525.0,293245.0,276136.0,68936,0,131,calibration,69104,6.268766,9.08688,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u100/query_labels.spmat,0.101491,61766.648219,454.131368,98.0,10,32,98.0,nvme1n1,graph,0,graph,437,high,1.0,1.0,1.0,intersect,2,0,2,1
6373,0.107364,794.942754,99.665358,236813.703125,12.100455,0.107364,112704.825561,828.647207,0.241003,0.002013,0.107364,4,,,,,,,,,mixed-bound-evidence,100%,1.0,1.0,u100,1000,1.0,6373,,6373,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,120.330677,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.109022,1241.310844,100.189985,12.275617,0.109022,115049.924358,846.855859,95468,0,1,15.89074,0.170699,1000000.0,0.0,6381.564941,33.954,0,0,1,235366.0,245193.0,261948.0,251975.0,84912,0,131,calibration,95468,12.100455,16.767101,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u100/query_labels.spmat,0.107364,112704.825561,828.647207,98.0,10,32,98.0,nvme1n1,graph,0,graph,240,high,1.0,1.0,1.0,intersect,4,0,4,1
6373,0.125731,1577.834136,99.48837,285686.25,23.512987,0.125731,187009.577035,1374.961846,0.413685,0.003663,0.125731,4,,,,,,,,,mixed-bound-evidence,100%,1.0,1.0,u100,1000,1.0,6373,,6373,graph,gist960,nvme1c1n1,remapped static counter nvme1n1 to active counter nvme1c1n1,ok,67108864,nvme1c1n1,72.519029,0,0,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/data/gist960/gist960_qps4_pipeann,,0.129746,1747.253775,100.2002,23.951937,0.129746,190199.179574,1398.95859,142772,0,1,25.818501,0.186187,1000000.0,0.0,6381.47998,46.295,0,0,1,286608.0,291308.0,313118.0,296916.0,147556,0,131,calibration,142772,23.512987,27.746731,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/gist960/recall_workloads/u100/query_labels.spmat,0.125731,187009.577035,1374.961846,98.0,10,32,98.0,nvme1n1,graph,0,graph,145,high,1.0,1.0,1.0,intersect,8,0,8,1
